model,target,horizon,rmse,mae,r2,bias,band_accuracy,band_within_one,rmse_std,n_folds,n,skill_vs_persistence,run_id,city_id,quick
hist_gradient_boosting,aqi_max,1,14.428057125001553,10.859342875685181,0.5471788761579923,1.3770994340336364,0.7533333333333333,1.0,2.429685146007097,5,300,0.17737365157228524,20260909T071245Z,karachi_pk,True
persistence,aqi_max,2,23.398904713054616,18.283161056759432,-0.2138322861699637,0.18800380228136898,0.6633333333333333,0.9733333333333333,5.110540614088977,5,300,0.0,20260909T071245Z,karachi_pk,True
seasonal_naive,aqi_max,2,28.804281656394046,23.221052897807223,-0.8568031304617131,0.32508238276299145,0.57,0.9700000000000001,2.7371532671703678,5,300,-0.23100982758067667,20260909T071245Z,karachi_pk,True
climatology,aqi_max,2,24.715945163927422,19.97856586220683,-0.32532910048058994,6.615124273266955,0.64,0.9866666666666667,5.442449701772249,5,300,-0.056286414557601416,20260909T071245Z,karachi_pk,True
drifted_persistence,aqi_max,2,25.255238199283706,19.867016813752297,-0.41119903152667237,0.17375826405234548,0.6433333333333333,0.9566666666666667,5.23317472073873,5,300,-0.07933420427125437,20260909T071245Z,karachi_pk,True
ridge,aqi_max,2,21.305738025679215,16.561043033742788,-0.004738775876660784,-2.368629550714993,0.7133333333333334,0.9800000000000001,3.700489233418809,5,300,0.08945575500410452,20260909T071245Z,karachi_pk,True
elastic_net,aqi_max,2,18.56972038335838,14.783362060777247,0.24645052054808217,1.9930526638110364,0.7133333333333334,0.9933333333333334,3.068072389465941,5,300,0.20638505899816573,20260909T071245Z,karachi_pk,True
random_forest,aqi_max,2,18.699486018733946,15.025179911222029,0.2509852774804209,1.643602416369933,0.6966666666666667,0.9966666666666667,3.0398327715713993,5,300,0.20083925944186565,20260909T071245Z,karachi_pk,True
extra_trees,aqi_max,2,18.782144557322027,15.051905109387118,0.24965458231208576,0.9508454657850841,0.7066666666666668,0.9933333333333334,3.2822742378039793,5,300,0.19730667791286938,20260909T071245Z,karachi_pk,True
hist_gradient_boosting,aqi_max,2,18.47136310171344,14.494026740359818,0.27044727966585197,1.1897921098947244,0.6933333333333334,0.9933333333333334,2.944291566044545,5,300,0.21058855838632584,20260909T071245Z,karachi_pk,True
persistence,aqi_max,3,26.174776914735173,20.45558446849765,-0.5274145185457769,0.22402408111533614,0.5833333333333334,0.9733333333333334,4.333496201546608,5,300,0.0,20260909T071245Z,karachi_pk,True
seasonal_naive,aqi_max,3,28.793194859937255,23.29495657334588,-0.8716041398376128,0.4089226869455006,0.57,0.9700000000000001,3.1606030275490933,5,300,-0.10003592212959944,20260909T071245Z,karachi_pk,True
climatology,aqi_max,3,24.718768533533584,19.97164451004397,-0.3339600515620059,6.736529387250949,0.64,0.9866666666666667,5.471916161729237,5,300,0.05562639123705093,20260909T071245Z,karachi_pk,True
drifted_persistence,aqi_max,3,29.34362916422155,23.084791842211384,-0.9140781266727791,0.20265577377180227,0.57,0.9533333333333334,4.475241373803294,5,300,-0.12106511011761345,20260909T071245Z,karachi_pk,True
ridge,aqi_max,3,22.026249166986865,17.672754177531285,-0.07732603206285964,-1.6777229440982944,0.7033333333333334,0.9933333333333334,3.8830697615559275,5,300,0.1584933373553561,20260909T071245Z,karachi_pk,True
elastic_net,aqi_max,3,19.556251458734472,15.940222954422584,0.15602814652523272,3.11899175095535,0.71,0.9933333333333334,3.119559098858731,5,300,0.2528589060208869,20260909T071245Z,karachi_pk,True
random_forest,aqi_max,3,19.46648539633054,15.87563147351922,0.19150354187227853,2.437687810557728,0.6699999999999999,0.9933333333333334,2.977706552245071,5,300,0.256288393221345,20260909T071245Z,karachi_pk,True
extra_trees,aqi_max,3,19.548732584010374,15.853126599431596,0.18113890966691262,1.4917178345476907,0.7066666666666667,0.9933333333333334,3.1542999608456066,5,300,0.2531461625178034,20260909T071245Z,karachi_pk,True
hist_gradient_boosting,aqi_max,3,19.003216952704474,15.195029040863346,0.21610024873516548,1.3499387163764027,0.7233333333333334,0.9933333333333334,2.9367973866127612,5,300,0.27398743398624525,20260909T071245Z,karachi_pk,True
